TYPEID;APPTYPE;APPTYPEDESCRIPTION;ODATA;ENTITYNAME;SYSTEM;ATTRIBUTE1;ATTRIBUTE2;ATTRIBUTE3;ATTRIBUTE4;ATTRIBUTE5;COMPANY;PROJECT;TYPEGROUP
1;SRSR;SRSR;;;;;;;;;;;
